entity_id,score,label_value,race,sex,age_cat
2425,0.7,1,Caucasian,Male,25 - 45
3360,0.7,1,African-American,Male,Greater than 45
1684,0.7,0,Caucasian,Female,Less than 25
10666,0.7,1,African-American,Male,Greater than 45
7809,0.7,1,Caucasian,Female,Greater than 45
4434,0.7,1,Caucasian,Male,25 - 45
8598,0.7,1,African-American,Male,Less than 25
5225,0.7,1,African-American,Male,Less than 25
10645,0.7,0,African-American,Male,25 - 45
8606,0.7,1,African-American,Male,Less than 25
8602,0.7,1,Caucasian,Male,Less than 25
3154,0.7,0,Other,Male,25 - 45
10400,0.7,0,Caucasian,Male,Less than 25
2532,0.7,0,African-American,Male,25 - 45
6051,0.7,0,African-American,Male,Less than 25
852,0.7,1,African-American,Male,Less than 25
4432,0.7,0,Caucasian,Male,Less than 25
5232,0.7,1,Caucasian,Male,Less than 25
4383,0.7,1,African-American,Male,Greater than 45
2539,0.7,1,African-American,Female,25 - 45
8594,0.7,1,Caucasian,Male,25 - 45
10636,0.7,0,Caucasian,Male,Less than 25
6901,0.7,0,African-American,Female,Less than 25
3629,0.7,1,African-American,Male,Less than 25
9494,0.7,0,Caucasian,Male,25 - 45
2519,0.7,1,African-American,Male,25 - 45
9473,0.7,0,African-American,Male,25 - 45
9467,0.7,1,African-American,Male,Less than 25
4403,0.7,0,African-American,Male,25 - 45
10463,0.7,1,African-American,Male,Less than 25
332,0.7,0,African-American,Female,25 - 45
3624,0.7,1,African-American,Male,Less than 25
3626,0.7,0,Caucasian,Male,Greater than 45
2494,0.7,1,African-American,Female,Less than 25
6847,0.7,0,African-American,Female,25 - 45
6079,0.7,0,African-American,Male,25 - 45
3627,0.7,0,Caucasian,Male,25 - 45
2499,0.7,1,Caucasian,Male,Greater than 45
6067,0.7,1,African-American,Male,25 - 45
3344,0.7,1,African-American,Male,25 - 45
9450,0.7,0,African-American,Female,Less than 25
9451,0.7,1,African-American,Male,25 - 45
1257,0.7,1,African-American,Male,Less than 25
9452,0.7,1,African-American,Male,25 - 45
2512,0.7,1,African-American,Male,25 - 45
10174,0.7,1,Caucasian,Male,25 - 45
2388,0.7,0,Other,Male,25 - 45
8715,0.7,1,African-American,Female,Less than 25
1057,0.7,1,African-American,Male,Greater than 45
9375,0.7,1,African-American,Female,25 - 45
2307,0.7,0,Caucasian,Male,Greater than 45
5574,0.7,1,African-American,Male,25 - 45
7511,0.7,1,African-American,Male,Less than 25
1733,0.7,0,Caucasian,Female,Greater than 45
6654,0.7,1,African-American,Male,Less than 25
7766,0.7,1,Caucasian,Female,25 - 45
6657,0.7,1,African-American,Female,25 - 45
4595,0.7,1,African-American,Male,25 - 45
6659,0.7,0,African-American,Male,Less than 25
1736,0.7,0,African-American,Female,Less than 25
2322,0.7,0,African-American,Male,25 - 45
10137,0.7,0,African-American,Male,25 - 45
1235,0.7,1,African-American,Male,25 - 45
897,0.7,1,African-American,Male,Less than 25
5573,0.7,0,Caucasian,Female,25 - 45
4587,0.7,1,Caucasian,Male,25 - 45
10886,0.7,1,African-American,Female,25 - 45
3601,0.7,1,African-American,Female,25 - 45
900,0.7,0,Caucasian,Female,Less than 25
2299,0.7,1,Caucasian,Male,25 - 45
116,0.7,1,Caucasian,Male,25 - 45
5575,0.7,1,African-American,Female,25 - 45
1752,0.7,0,Caucasian,Female,Greater than 45
9358,0.7,1,African-American,Male,25 - 45
7759,0.7,1,African-American,Male,Less than 25
10416,0.7,0,African-American,Male,Less than 25
6634,0.7,1,African-American,Male,25 - 45
2279,0.7,0,African-American,Male,25 - 45
7762,0.7,1,Caucasian,Male,25 - 45
5138,0.7,1,Caucasian,Male,Less than 25
6646,0.7,1,African-American,Male,25 - 45
10009,0.7,1,African-American,Male,25 - 45
10728,0.7,1,African-American,Female,25 - 45
8844,0.7,1,Hispanic,Male,25 - 45
3397,0.7,0,African-American,Male,Greater than 45
4612,0.7,1,Caucasian,Male,25 - 45
8843,0.7,1,African-American,Male,25 - 45
6146,0.7,0,African-American,Male,25 - 45
10456,0.7,1,African-American,Male,25 - 45
8830,0.7,1,African-American,Male,Less than 25
2339,0.7,1,Caucasian,Female,25 - 45
8018,0.7,1,Caucasian,Male,25 - 45
2372,0.7,0,African-American,Male,Greater than 45
10127,0.7,0,Caucasian,Male,Greater than 45
10134,0.7,1,Hispanic,Male,25 - 45
6699,0.7,0,Caucasian,Female,25 - 45
5172,0.7,0,African-American,Male,25 - 45
6696,0.7,0,African-American,Male,Less than 25
10889,0.7,0,African-American,Male,Greater than 45
10703,0.7,0,African-American,Male,25 - 45
10706,0.7,0,African-American,Male,25 - 45
602,0.7,1,African-American,Male,25 - 45
8783,0.7,1,African-American,Male,Greater than 45
5163,0.7,1,Hispanic,Male,25 - 45
5160,0.7,0,African-American,Male,25 - 45
2344,0.7,1,African-American,Female,Less than 25
6679,0.7,1,Other,Female,25 - 45
5748,0.6,1,African-American,Male,Less than 25
7380,0.6,1,African-American,Male,25 - 45
7567,0.6,0,African-American,Female,25 - 45
512,0.6,0,African-American,Female,25 - 45
10444,0.6,0,African-American,Male,25 - 45
7403,0.6,1,African-American,Male,25 - 45
3713,0.6,1,African-American,Male,25 - 45
3603,0.6,1,African-American,Male,25 - 45
3628,0.6,1,African-American,Male,Less than 25
509,0.6,0,Caucasian,Female,25 - 45
7624,0.6,1,Caucasian,Male,25 - 45
530,0.6,0,Caucasian,Male,Less than 25
5596,0.6,0,Caucasian,Male,25 - 45
7369,0.6,1,African-American,Male,25 - 45
7402,0.6,1,Caucasian,Male,25 - 45
7426,0.6,0,African-American,Male,25 - 45
7520,0.6,0,Caucasian,Female,Less than 25
3636,0.6,0,African-American,Female,Greater than 45
3641,0.6,0,Caucasian,Male,25 - 45
3611,0.6,0,Caucasian,Male,Greater than 45
5563,0.6,1,Caucasian,Male,25 - 45
5528,0.6,0,Caucasian,Female,25 - 45
7478,0.6,1,African-American,Male,25 - 45
7572,0.6,1,Caucasian,Male,Greater than 45
3643,0.6,1,African-American,Male,Less than 25
5535,0.6,1,Caucasian,Male,Less than 25
7387,0.6,0,Caucasian,Male,25 - 45
10992,0.6,1,Caucasian,Male,Less than 25
5673,0.6,1,African-American,Male,25 - 45
5667,0.6,1,Hispanic,Male,25 - 45
5750,0.6,1,African-American,Male,Greater than 45
3663,0.6,0,African-American,Male,25 - 45
517,0.6,0,African-American,Male,Less than 25
8,0.6,1,Caucasian,Male,25 - 45
5551,0.6,0,African-American,Male,25 - 45
5525,0.6,1,Caucasian,Male,25 - 45
3648,0.6,1,African-American,Male,Greater than 45
5671,0.6,1,Caucasian,Male,25 - 45
3661,0.6,1,African-American,Male,Greater than 45
7606,0.6,1,Caucasian,Male,25 - 45
3754,0.6,1,African-American,Male,Less than 25
10500,0.6,1,African-American,Male,25 - 45
7440,0.6,0,African-American,Male,25 - 45
5723,0.6,1,African-American,Male,Less than 25
7556,0.6,0,Caucasian,Male,Less than 25
3551,0.6,1,African-American,Male,Less than 25
3747,0.6,0,Caucasian,Male,25 - 45
3745,0.6,1,Caucasian,Male,25 - 45
7464,0.6,1,African-American,Male,Less than 25
5658,0.6,1,African-American,Male,Less than 25
3675,0.6,1,African-American,Male,25 - 45
5599,0.6,0,Caucasian,Female,25 - 45
503,0.6,1,African-American,Male,25 - 45
5732,0.6,1,Caucasian,Female,25 - 45
7513,0.6,1,African-American,Male,Less than 25
5522,0.6,0,Other,Female,25 - 45
526,0.6,0,Caucasian,Female,Less than 25
15,0.6,1,African-American,Male,Less than 25
5731,0.6,1,Caucasian,Male,25 - 45
10492,0.6,0,Hispanic,Female,25 - 45
10454,0.6,1,African-American,Male,25 - 45
7493,0.6,1,African-American,Female,Less than 25
5623,0.6,1,Caucasian,Male,25 - 45
7562,0.6,0,African-American,Male,25 - 45
5609,0.6,1,African-American,Male,Greater than 45
552,0.6,1,Caucasian,Male,Less than 25
7381,0.6,0,African-American,Female,25 - 45
3542,0.6,1,Caucasian,Male,Less than 25
6317,0.6,1,Caucasian,Male,25 - 45
5756,0.6,0,African-American,Male,25 - 45
10723,0.6,1,Caucasian,Female,25 - 45
6116,0.6,1,African-American,Male,25 - 45
4533,0.6,1,Caucasian,Male,Less than 25
4559,0.6,1,African-American,Male,25 - 45
6683,0.6,1,African-American,Female,Less than 25
6671,0.6,1,Caucasian,Female,Less than 25
10712,0.6,1,African-American,Male,Less than 25
10884,0.6,0,Caucasian,Male,25 - 45
5143,0.6,0,Caucasian,Female,Less than 25
6145,0.6,0,African-American,Male,25 - 45
5141,0.6,1,African-American,Male,Greater than 45
6653,0.6,0,Caucasian,Female,25 - 45
10720,0.6,1,African-American,Male,Less than 25
4615,0.6,0,African-American,Female,Less than 25
6113,0.6,1,African-American,Male,Greater than 45
4618,0.6,0,African-American,Male,Less than 25
10736,0.6,1,African-American,Male,Less than 25
4625,0.6,0,Caucasian,Male,25 - 45
265,0.6,1,African-American,Male,25 - 45
4636,0.6,1,African-American,Female,Less than 25
10743,0.6,1,African-American,Male,25 - 45
4647,0.6,0,Caucasian,Male,Less than 25
6147,0.6,1,African-American,Male,Less than 25
10757,0.6,1,African-American,Male,Less than 25
4658,0.6,0,African-American,Male,25 - 45
6163,0.6,0,African-American,Male,25 - 45
4663,0.6,1,Caucasian,Male,Greater than 45
4520,0.6,1,African-American,Female,25 - 45
6717,0.6,0,Caucasian,Female,25 - 45
7356,0.6,1,Native American,Male,Less than 25
10672,0.6,0,African-American,Female,Greater than 45
5247,0.6,1,African-American,Male,Less than 25
4389,0.6,0,Caucasian,Male,25 - 45
6888,0.6,0,African-American,Female,25 - 45
98,0.6,1,African-American,Male,25 - 45
6878,0.6,1,Caucasian,Male,Greater than 45
10651,0.6,0,Caucasian,Male,Less than 25
6065,0.6,0,African-American,Male,Greater than 45
10652,0.6,1,African-American,Male,25 - 45
333,0.6,0,African-American,Female,25 - 45
6846,0.6,1,African-American,Male,Less than 25
10665,0.6,1,African-American,Male,Greater than 45
5208,0.6,1,African-American,Male,25 - 45
322,0.6,0,African-American,Male,Greater than 45
6730,0.6,0,African-American,Female,25 - 45
6809,0.6,0,African-American,Male,25 - 45
5193,0.6,1,African-American,Female,25 - 45
10896,0.6,1,African-American,Male,25 - 45
107,0.6,1,African-American,Male,25 - 45
4488,0.6,1,Hispanic,Male,Less than 25
10678,0.6,1,Hispanic,Male,25 - 45
10680,0.6,1,African-American,Male,Less than 25
108,0.6,1,Caucasian,Male,25 - 45
10690,0.6,0,African-American,Male,Less than 25
10694,0.6,0,African-American,Male,Greater than 45
6106,0.6,0,African-American,Male,25 - 45
4505,0.6,0,Caucasian,Male,Less than 25
6167,0.6,1,African-American,Female,Greater than 45
251,0.6,0,Caucasian,Female,Greater than 45
4675,0.6,1,Other,Male,Greater than 45
6372,0.6,1,African-American,Male,25 - 45
6414,0.6,0,Hispanic,Male,25 - 45
4864,0.6,0,African-American,Female,25 - 45
4866,0.6,1,African-American,Male,25 - 45
6406,0.6,0,Hispanic,Male,Greater than 45
6393,0.6,1,African-American,Male,Less than 25
4873,0.6,1,African-American,Female,25 - 45
10848,0.6,0,African-American,Male,25 - 45
4881,0.6,0,African-American,Male,25 - 45
6381,0.6,1,African-American,Male,25 - 45
6379,0.6,0,Caucasian,Male,Less than 25
6375,0.6,1,African-American,Male,25 - 45
10810,0.6,0,African-American,Male,25 - 45
10829,0.6,0,African-American,Female,Less than 25
4685,0.6,1,African-American,Male,25 - 45
6359,0.6,1,African-American,Male,Greater than 45
4992,0.6,1,African-American,Male,25 - 45
193,0.6,1,Caucasian,Male,Less than 25
10838,0.6,1,African-American,Female,25 - 45
6289,0.6,1,Caucasian,Female,25 - 45
10836,0.6,1,African-American,Male,25 - 45
4967,0.6,1,African-American,Male,25 - 45
6322,0.6,1,Caucasian,Male,25 - 45
6321,0.6,0,African-American,Male,25 - 45
4960,0.6,1,Caucasian,Female,25 - 45
10837,0.6,0,African-American,Male,Greater than 45
6314,0.6,1,Caucasian,Male,Less than 25
4851,0.6,1,African-American,Male,25 - 45
10855,0.6,1,African-American,Male,Greater than 45
4828,0.6,0,Caucasian,Male,25 - 45
6208,0.6,0,African-American,Male,25 - 45
6557,0.6,0,African-American,Male,Greater than 45
6553,0.6,0,African-American,Male,Less than 25
4698,0.6,0,African-American,Male,Greater than 45
6528,0.6,1,African-American,Male,25 - 45
139,0.6,1,Other,Male,Less than 25
6521,0.6,1,Caucasian,Female,25 - 45
6511,0.6,1,African-American,Male,25 - 45
10794,0.6,1,African-American,Male,25 - 45
10878,0.6,1,Hispanic,Male,Greater than 45
232,0.6,0,Caucasian,Female,25 - 45
5088,0.6,1,Caucasian,Female,25 - 45
231,0.6,0,African-American,Female,Less than 25
6179,0.6,1,Caucasian,Male,25 - 45
6183,0.6,0,Caucasian,Female,Less than 25
4780,0.6,0,Caucasian,Male,Less than 25
6459,0.6,1,African-American,Male,Greater than 45
5067,0.6,1,African-American,Female,Less than 25
5066,0.6,1,Other,Male,Less than 25
5062,0.6,1,Caucasian,Female,25 - 45
4796,0.6,0,Other,Male,Less than 25
10860,0.6,0,African-American,Male,25 - 45
6448,0.6,1,Caucasian,Male,25 - 45
156,0.6,1,Caucasian,Male,Less than 25
224,0.6,1,African-American,Male,25 - 45
4815,0.6,0,African-American,Female,25 - 45
4367,0.6,1,African-American,Female,25 - 45
6912,0.6,0,African-American,Female,Greater than 45
4348,0.6,1,African-American,Male,Less than 25
5851,0.6,1,Caucasian,Male,25 - 45
3911,0.6,0,Hispanic,Male,Greater than 45
3924,0.6,0,African-American,Female,25 - 45
3935,0.6,0,African-American,Female,Less than 25
10535,0.6,1,African-American,Female,25 - 45
3938,0.6,0,Caucasian,Male,25 - 45
5841,0.6,0,Caucasian,Male,25 - 45
7241,0.6,1,African-American,Male,Less than 25
7235,0.6,0,Caucasian,Male,Less than 25
10538,0.6,0,African-American,Male,Less than 25
7225,0.6,1,African-American,Male,25 - 45
5411,0.6,1,African-American,Male,Less than 25
5849,0.6,0,African-American,Male,25 - 45
3985,0.6,1,Hispanic,Male,25 - 45
5371,0.6,1,Caucasian,Female,25 - 45
7200,0.6,0,African-American,Male,Less than 25
7199,0.6,0,African-American,Male,25 - 45
7198,0.6,1,African-American,Male,Less than 25
7197,0.6,0,Caucasian,Male,25 - 45
446,0.6,0,African-American,Female,Less than 25
4010,0.6,0,African-American,Male,Less than 25
4011,0.6,0,Caucasian,Male,25 - 45
7178,0.6,1,African-American,Male,25 - 45
5869,0.6,0,Caucasian,Male,25 - 45
7160,0.6,1,African-American,Male,Less than 25
5377,0.6,0,African-American,Male,Greater than 45
4038,0.6,1,Caucasian,Male,Greater than 45
7255,0.6,1,African-American,Male,25 - 45
7263,0.6,0,Caucasian,Male,Greater than 45
7264,0.6,1,Caucasian,Female,25 - 45
5440,0.6,1,African-American,Female,25 - 45
3797,0.6,0,African-American,Male,25 - 45
7339,0.6,1,African-American,Male,25 - 45
7335,0.6,1,African-American,Male,Less than 25
7331,0.6,1,Caucasian,Female,25 - 45
7328,0.6,1,African-American,Male,25 - 45
25,0.6,1,African-American,Male,Greater than 45
5779,0.6,1,African-American,Female,25 - 45
487,0.6,1,Caucasian,Male,Greater than 45
3828,0.6,1,Caucasian,Male,25 - 45
5797,0.6,0,Hispanic,Male,Greater than 45
3834,0.6,0,African-American,Male,Greater than 45
10962,0.6,1,Caucasian,Female,25 - 45
10960,0.6,1,African-American,Female,Less than 25
7301,0.6,1,African-American,Male,25 - 45
10958,0.6,0,Caucasian,Female,Greater than 45
10957,0.6,1,African-American,Male,Greater than 45
3858,0.6,1,African-American,Female,25 - 45
7288,0.6,1,African-American,Male,25 - 45
10524,0.6,0,African-American,Female,25 - 45
5446,0.6,0,African-American,Male,Greater than 45
3880,0.6,1,African-American,Male,Greater than 45
7280,0.6,1,African-American,Male,25 - 45
10526,0.6,0,Caucasian,Male,25 - 45
7268,0.6,0,African-American,Male,25 - 45
7265,0.6,0,African-American,Male,Greater than 45
7158,0.6,1,Caucasian,Male,25 - 45
4047,0.6,0,African-American,Female,Less than 25
10910,0.6,0,Hispanic,Male,25 - 45
6990,0.6,0,African-American,Male,Greater than 45
10582,0.6,1,African-American,Male,Less than 25
4190,0.6,1,African-American,Male,25 - 45
75,0.6,1,Caucasian,Male,Greater than 45
4195,0.6,1,African-American,Female,25 - 45
5301,0.6,1,African-American,Male,25 - 45
4202,0.6,1,African-American,Male,25 - 45
4220,0.6,1,Other,Male,Less than 25
386,0.6,1,African-American,Male,25 - 45
5987,0.6,1,Caucasian,Male,25 - 45
5995,0.6,0,Caucasian,Male,25 - 45
7004,0.6,0,Caucasian,Male,Less than 25
4247,0.6,0,African-American,Male,25 - 45
4254,0.6,0,African-American,Male,Greater than 45
4049,0.6,1,Caucasian,Male,Less than 25
381,0.6,1,Hispanic,Male,Less than 25
5997,0.6,0,Caucasian,Male,Less than 25
10604,0.6,1,Caucasian,Female,Less than 25
6968,0.6,1,African-American,Male,25 - 45
6006,0.6,0,African-American,Female,25 - 45
6950,0.6,0,Caucasian,Male,Greater than 45
4317,0.6,0,African-American,Male,25 - 45
6936,0.6,1,African-American,Male,Less than 25
4330,0.6,1,African-American,Male,25 - 45
10622,0.6,0,African-American,Female,25 - 45
6920,0.6,0,African-American,Male,25 - 45
6916,0.6,0,African-American,Male,Less than 25
4185,0.6,1,Other,Male,Less than 25
403,0.6,1,African-American,Male,Greater than 45
7047,0.6,0,Native American,Male,25 - 45
405,0.6,1,Caucasian,Male,25 - 45
10936,0.6,1,African-American,Male,Less than 25
10546,0.6,0,Caucasian,Female,25 - 45
7140,0.6,1,African-American,Female,25 - 45
7127,0.6,0,Other,Male,25 - 45
4076,0.6,0,African-American,Male,25 - 45
4087,0.6,0,African-American,Female,25 - 45
5906,0.6,0,African-American,Female,25 - 45
5347,0.6,0,African-American,Male,25 - 45
4106,0.6,1,Caucasian,Male,25 - 45
5339,0.6,1,Caucasian,Male,Greater than 45
10927,0.6,0,African-American,Male,Less than 25
7104,0.6,1,Caucasian,Male,Greater than 45
4118,0.6,1,Caucasian,Male,25 - 45
4119,0.6,1,Caucasian,Male,Greater than 45
4122,0.6,0,Caucasian,Female,25 - 45
10558,0.6,1,African-American,Male,25 - 45
10559,0.6,0,African-American,Male,25 - 45
4134,0.6,1,African-American,Male,Greater than 45
4141,0.6,0,African-American,Male,25 - 45
5955,0.6,0,Caucasian,Male,25 - 45
416,0.6,1,African-American,Male,Greater than 45
10573,0.6,0,African-American,Male,Less than 25
10919,0.6,1,African-American,Male,25 - 45
7070,0.6,0,African-American,Male,Less than 25
7058,0.6,0,African-American,Male,Less than 25
5974,0.6,0,African-American,Male,Less than 25
5511,0.6,0,Caucasian,Female,25 - 45
2444,0.6,0,African-American,Male,Greater than 45
9619,0.6,1,Caucasian,Male,Greater than 45
9691,0.6,0,African-American,Male,25 - 45
1111,0.6,0,African-American,Male,Greater than 45
2300,0.6,1,Caucasian,Male,Greater than 45
988,0.6,0,African-American,Female,25 - 45
8826,0.6,0,African-American,Male,Greater than 45
830,0.6,1,Hispanic,Male,Less than 25
2604,0.6,1,African-American,Male,25 - 45
3005,0.6,0,African-American,Male,Less than 25
9156,0.6,1,Caucasian,Male,Less than 25
990,0.6,0,Caucasian,Female,Greater than 45
2309,0.6,1,Hispanic,Female,Less than 25
9980,0.6,1,African-American,Female,25 - 45
1952,0.6,0,African-American,Male,Less than 25
691,0.6,1,African-American,Male,25 - 45
8133,0.6,1,African-American,Male,25 - 45
3033,0.6,0,Other,Male,25 - 45
2321,0.6,1,African-American,Male,25 - 45
9912,0.6,0,Hispanic,Male,25 - 45
9519,0.6,1,Caucasian,Male,25 - 45
8520,0.6,1,African-American,Male,25 - 45
1163,0.6,0,African-American,Male,25 - 45
8539,0.6,0,African-American,Male,Less than 25
10045,0.6,1,African-American,Male,Less than 25
9773,0.6,1,African-American,Male,Less than 25
9097,0.6,1,African-American,Male,Less than 25
8214,0.6,1,African-American,Female,Less than 25
9104,0.6,0,African-American,Male,25 - 45
9109,0.6,0,Caucasian,Male,25 - 45
1310,0.6,0,Caucasian,Female,Less than 25
9778,0.6,0,African-American,Male,25 - 45
9534,0.6,1,African-American,Male,Greater than 45
2634,0.6,1,Caucasian,Male,25 - 45
2630,0.6,0,African-American,Male,25 - 45
9120,0.6,0,African-American,Male,Less than 25
9129,0.6,0,African-American,Male,25 - 45
10207,0.6,0,African-American,Male,25 - 45
707,0.6,0,African-American,Male,Less than 25
10314,0.6,1,Caucasian,Female,25 - 45
9618,0.6,0,Caucasian,Male,25 - 45
8504,0.6,1,Caucasian,Male,25 - 45
9698,0.6,1,African-American,Male,Less than 25
10046,0.6,1,Caucasian,Male,Less than 25
2591,0.6,1,African-American,Male,Less than 25
1923,0.6,1,Caucasian,Male,25 - 45
2939,0.6,0,African-American,Female,Less than 25
844,0.6,0,African-American,Male,Greater than 45
10033,0.6,1,African-American,Female,25 - 45
9247,0.6,1,African-American,Male,25 - 45
10027,0.6,0,African-American,Female,Greater than 45
10355,0.6,0,Other,Male,25 - 45
8570,0.6,1,Caucasian,Male,Greater than 45
9255,0.6,1,Caucasian,Male,25 - 45
